Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
RBCL,Rastriya Beema,Non Life Insurance,"15,105.00",40.28 Ar,-0.10%,+1.38%,+1.38%,-0.11%,-3.17%,-7.67%,132.96,113.60,5.53,"5,43,632.70","1,72,614.66",+214.94%,"3,37,431.83","-15,198.56","-2,320.16%","1,77,263.19","-99,509.83",-278.14%,132.96,-149.28,-189.07%,"6,461.26","6,401.84",+0.93%,"2,52,83,629.19","2,47,84,138.49",+2.02%,"80,55,376.38","77,14,323.17",+4.42%,"2,66,639.06","2,66,639.06",0.00%,"25,53,336.06","23,75,830.43",+7.47%
RBCLPO,Rastriya Beema Promoter,Non Life Insurance,"11,851.00",21.05 Ar,-2.61%,+1.32%,-1.49%,-1.97%,-3.26%,-23.36%,132.96,89.13,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFPL,River Falls Power Limited,Hydro Power,390.00,2.73 Ar,-0.51%,+0.44%,-6.25%,-2.50%,-17.20%,+99.90%,4.62,84.35,3.27,"1,62,840.23","1,00,681.18",+61.74%,"1,53,289.90","96,041.84",+59.61%,"32,363.99","31,419.24",+3.01%,4.62,17.95,-74.25%,119.39,105.01,+13.69%,"28,91,429.09","26,89,182.58",+7.52%,"12,20,004.21","19,54,099.31",-37.57%,"14,00,000.00","7,00,000.00",+100.00%,"2,71,424.88","35,083.26",+673.66%
RHGCL,Rapti Hydro And General Construction Limited,Hydro Power,273.00,3.35 Ar,+2.25%,+3.80%,-8.70%,+3.61%,-27.10%,+29.35%,0.02,15752.02,2.85,"57,076.15","17,380.01",+228.40%,"47,383.59","12,327.30",+284.38%,106.20,"-12,776.55",-100.83%,0.02,-4.17,-100.42%,95.75,94.71,+1.10%,"17,97,708.73","17,86,063.20",+0.65%,"6,19,077.44","6,20,153.47",-0.17%,"12,25,587.60","12,25,587.60",0.00%,"-52,045.16","-64,817.60",-19.71%
RHPL,Rasuwagadhi Hydropower Company Limited,Hydro Power,281.00,19.23 Ar,-1.06%,-0.35%,-2.09%,+5.24%,-34.65%,-22.80%,-31.61,-8.89,3.88,"2,54,245.00",0.00,0.00%,"1,22,043.00","-42,550.00",-386.82%,"-10,81,475.00","-6,53,354.00",+65.53%,-31.61,-38.20,-17.24%,72.34,77.52,-6.69%,"2,34,50,194.00","2,33,40,865.00",+0.47%,"1,85,00,734.00","1,80,36,761.00",+2.57%,"68,42,100.00","68,42,100.00",0.00%,"-18,92,642.00","-15,37,997.00",+23.06%
RIDI,Ridi Power Company Limited,Hydro Power,301.00,6.99 Ar,+3.44%,+1.35%,+22.11%,+34.38%,+21.86%,+157.25%,3.22,93.42,2.96,"2,16,302.28","1,19,157.55",+81.53%,"1,89,709.05","1,07,402.83",+76.63%,"37,428.12","5,927.14",+531.47%,3.22,1.02,+215.73%,101.62,100.26,+1.35%,"10,84,195.28","38,80,390.76",-72.06%,"15,25,556.69","15,50,971.76",-1.64%,"23,23,351.80","23,23,351.80",0.00%,"37,627.45","6,067.20",+520.18%
RLFL,Reliance Finance,Finance,455.00,5.10 Ar,+1.81%,+4.29%,-2.15%,+6.56%,-27.66%,+173.60%,0.31,1480.73,4.06,"3,69,943.00","1,91,756.00",+92.92%,"1,20,514.00","65,362.00",+84.38%,"1,723.00","-1,64,827.00",-101.05%,0.31,-58.79,-100.52%,112.03,97.21,+15.25%,"1,09,03,359.00","1,01,70,906.00",+7.20%,"96,47,038.00","90,80,789.00",+6.24%,"11,21,452.00","11,21,452.00",0.00%,"1,34,869.00","-31,333.00",-530.44%
RMF1,RBB Mutual Fund 1,Mutual Fund,9.75,1.22 Ar,+1.46%,+1.04%,+2.85%,+8.57%,+28.20%,+18.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMF2,RBB Mutual Fund 2,Mutual Fund,9.82,83.09 Cr,+0.10%,-0.51%,+1.13%,+7.91%,+21.35%,+21.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNLI,Reliable Nepal Life Insurance Limited,Life Insurance,471.00,24.48 Ar,+0.45%,+4.67%,+2.10%,-2.65%,-7.10%,+27.08%,15.24,30.91,4.21,"37,42,204.63","17,95,685.98",+108.40%,"9,76,508.62","5,38,597.58",+81.31%,"3,95,878.90","2,58,502.17",+53.14%,15.24,19.90,-23.43%,144.97,154.29,-6.04%,"2,34,70,420.01","2,28,03,422.20",+2.92%,"1,59,36,719.44","1,47,85,036.01",+7.79%,"51,96,800.00","51,96,800.00",0.00%,"6,16,682.14","11,16,652.16",-44.77%
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,658.90,6.81 Ar,+2.78%,+3.86%,+0.29%,-0.15%,-10.18%,+13.48%,14.83,44.43,5.27,"2,38,667.38","1,16,802.01",+104.33%,"1,07,624.89","44,832.09",+140.06%,"76,672.48","21,107.90",+263.24%,14.83,8.17,+81.62%,125.15,128.04,-2.26%,"64,00,793.08","66,08,066.19",-3.14%,"51,06,704.85","52,84,040.46",-3.36%,"10,34,064.42","10,34,064.42",0.00%,"2,60,023.81","2,89,961.31",-10.32%
RSML,Reliance Spinning Mills Limited,Manufacturing And Processing,624.20,11.86 Ar,+9.99%,+57.91%,+89.15%,+89.15%,+89.15%,+89.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSY,Reliable Samriddhi Yojana,Mutual Fund,9.90,1.19 Ar,-1.00%,-1.00%,+1.23%,+9.76%,+9.15%,+9.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,660.00,3.74 Ar,+0.36%,+1.69%,-1.18%,-1.91%,-7.49%,+171.70%,18.59,35.50,4.54,"91,138.83","53,319.58",+70.93%,"68,095.54","41,056.76",+65.86%,"52,731.28","32,937.39",+60.10%,18.59,23.22,-19.95%,145.43,143.28,+1.50%,"9,95,968.23","9,82,363.95",+1.38%,"1,70,925.38","1,69,484.23",+0.85%,"5,67,322.20","5,67,322.20",0.00%,"2,57,720.64","2,45,557.52",+4.95%
SABBL,Salapa Bikas Bank Limited,Development Bank,642.90,3.36 Ar,+9.99%,+61.01%,+94.82%,+94.82%,+94.82%,+94.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SADBL,Shangrila Development Bank,Development Bank,422.50,15.03 Ar,+1.44%,+3.94%,+3.55%,+9.68%,+1.69%,+196.48%,16.21,26.07,2.76,"23,36,904.13","12,16,810.90",+92.05%,"10,88,072.45","5,49,116.65",+98.15%,"3,02,597.84","88,211.29",+243.04%,16.21,9.92,+63.35%,153.24,157.82,-2.90%,"6,34,03,926.81","6,25,62,404.41",+1.35%,"5,76,81,869.33","5,69,50,099.10",+1.28%,"37,34,068.51","35,56,255.72",+5.00%,"19,87,988.98","20,56,049.59",-3.31%
SAGAR,Sagar Distillery Limited,Manufacturing And Processing,"2,000.00",14.52 Ar,+0.76%,+7.99%,-4.08%,+23.98%,+469.15%,+469.15%,-7.21,-277.54,15.58,"64,406.52","30,392.34",+111.92%,"39,031.05","20,116.19",+94.03%,"-26,158.10","-15,323.92",+70.70%,-7.21,-8.44,-14.65%,128.34,130.12,-1.37%,"14,86,338.15","13,75,368.72",+8.07%,"5,55,162.52","4,30,686.28",+28.90%,"7,26,000.00","7,26,000.00",0.00%,"2,05,774.14","2,18,682.45",-5.90%
SAGF,Sanima Growth Fund,Mutual Fund,9.90,66.58 Cr,0.00%,-1.59%,-1.00%,+6.45%,+20.02%,+24.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHAS,Sahas Urja Limited,Hydro Power,579.00,21.89 Ar,+2.30%,+4.70%,+3.02%,+3.58%,+30.92%,+70.14%,39.57,14.63,3.39,"17,04,918.32","9,24,636.99",+84.39%,"15,97,191.36","8,60,699.77",+85.57%,"9,04,828.36","4,94,899.98",+82.83%,39.57,52.37,-24.45%,170.72,196.89,-13.29%,"1,88,43,694.38","1,79,86,815.62",+4.76%,"1,10,35,252.53","1,05,44,465.59",+4.65%,"45,73,800.00","37,80,000.00",+21.00%,"32,34,641.86","36,62,350.03",-11.68%
SAIL,Shreenagar Agritech Industries Limited,Manufacturing And Processing,"1,306.00",21.68 Ar,-1.06%,-0.45%,-1.12%,+148.88%,+300.54%,+300.54%,1.92,692.36,12.01,"8,82,405.93","4,25,449.88",+107.41%,"1,18,486.43","70,207.63",+68.77%,"15,656.10","9,273.97",+68.82%,1.92,2.84,-32.47%,110.63,118.62,-6.73%,"29,11,685.45","28,55,414.71",+1.97%,"11,07,023.32","13,07,448.90",-15.33%,"16,31,250.00","13,05,000.00",+25.00%,"1,73,412.13","2,42,965.81",-28.63%
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,596.00,15.63 Ar,+1.02%,+2.19%,-1.47%,+1.40%,-17.43%,-40.32%,2.85,209.28,1.45,"15,97,118.19","8,33,719.96",+91.57%,"4,20,271.38","-80,519.30",-621.95%,"37,344.99","-2,67,372.22",-113.97%,2.85,-40.78,-106.98%,227.43,229.48,-0.89%,"1,55,19,963.56","1,76,64,280.37",-12.14%,"95,55,184.48","1,16,45,766.59",-17.95%,"26,22,638.20","26,22,638.20",0.00%,"1,02,948.09","1,74,304.30",-40.94%
SAND2085,10% Sanima Bank Limited Debenture,Bond,"1,113.09",2.23 Ar,-1.67%,-3.63%,-1.76%,-3.21%,+3.26%,+6.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIMA,Sanima Bank,Commercial Banks,335.00,45.50 Ar,+0.60%,+1.52%,+1.15%,+5.85%,+6.21%,+36.34%,20.48,16.35,1.94,"84,66,396.97","43,32,202.82",+95.43%,"34,28,085.66","16,88,524.47",+103.02%,"13,91,075.72","4,54,918.15",+205.79%,20.48,13.40,+52.89%,172.39,172.71,-0.19%,"27,03,83,013.50","26,65,21,035.00",+1.45%,"24,69,69,630.90","24,30,64,250.70",+1.61%,"1,35,81,525.41","1,35,81,525.41",0.00%,"98,31,857.17","98,75,258.91",-0.44%
SANVI,Sanvi Energy Limited,Hydro Power,810.00,7.13 Ar,-0.61%,+2.52%,-6.36%,+26.56%,+105.12%,+105.12%,17.33,46.74,6.85,"1,10,746.43","2,31,084.79",-52.08%,"1,08,513.90","2,11,546.86",-48.70%,"38,123.09","27,642.73",+37.91%,17.33,3.14,+451.65%,118.29,113.96,+3.80%,"27,58,646.47","27,44,269.64",+0.52%,"17,17,716.18","17,41,462.45",-1.36%,"8,80,000.00","8,80,000.00",0.00%,"1,60,930.28","1,22,807.19",+31.04%
SAPDBL,Saptakoshi Development Bank Ltd,Development Bank,814.00,6.79 Ar,0.00%,+0.62%,-8.01%,-0.59%,-33.77%,+373.26%,6.43,126.61,10.72,"2,62,911.09","1,43,466.19",+83.26%,"1,07,951.80","65,004.56",+66.07%,"26,820.02","-1,215.05","-2,307.32%",6.43,-0.58,"-1,203.71%",75.96,72.27,+5.11%,"88,28,426.25","83,78,316.62",+5.37%,"81,94,645.80","77,75,331.12",+5.39%,"8,34,338.43","8,34,338.43",0.00%,"-2,00,557.98","-2,31,352.93",-13.31%
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,880.00,43.78 Ar,+1.60%,+2.83%,+0.63%,-0.90%,+4.12%,+67.87%,20.61,42.70,4.66,"42,02,371.91","20,30,252.28",+106.99%,"11,63,801.08","6,67,136.10",+74.45%,"5,38,350.04","3,24,280.82",+66.01%,20.61,26.07,-20.95%,188.92,208.11,-9.22%,"1,56,43,196.10","1,53,71,900.83",+1.76%,"57,73,481.86","50,17,414.23",+15.07%,"52,24,275.00","49,75,500.00",+5.00%,"46,45,539.24","53,78,986.60",-13.64%
SBCF,Sunrise Bluechip Fund,Mutual Fund,9.44,1.18 Ar,+0.96%,-1.36%,-1.56%,+5.00%,+19.23%,+8.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBD87,8.5% Sanima Debenture 2087,Bond,"1,108.00",0.00,-1.95%,-1.95%,+0.49%,-1.07%,+6.54%,+11.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI,Nepal Sbi Bank,Commercial Banks,408.50,44.52 Ar,-0.37%,+2.13%,-0.34%,+7.23%,-1.60%,+25.02%,18.93,21.59,2.12,"72,70,138.05","37,44,074.16",+94.18%,"25,61,023.13","13,18,658.75",+94.21%,"10,31,342.92","5,01,565.20",+105.62%,18.93,18.41,+2.81%,193.10,193.16,-0.03%,"25,48,42,602.40","24,80,06,474.20",+2.76%,"23,37,96,225.20","22,69,53,637.40",+3.01%,"1,08,99,158.07","1,08,99,158.07",0.00%,"1,01,47,219.08","1,01,53,678.80",-0.06%
SBIBD86,10% Nepal SBI Bank Debenture 2086,Bond,"1,125.00",0.00,-0.18%,0.00%,0.00%,-6.64%,+4.36%,+8.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBID2090,7% Nepal SBI Bank Debenture 2090,Bond,"1,079.00",0.00,+1.60%,+0.84%,+3.06%,-0.28%,+1.21%,+1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBID83,10.25% Nepal SBI Bank Debenture 2083,Bond,"1,060.09",2.55 Ar,-0.20%,-0.20%,-0.46%,-2.86%,+0.01%,+6.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBL,Siddhartha Bank,Commercial Banks,381.80,53.80 Ar,+1.54%,+2.25%,-0.86%,+8.31%,+31.69%,+31.65%,17.93,21.29,1.81,"1,04,31,270.07","53,34,961.22",+95.53%,"43,28,012.21","21,62,568.55",+100.13%,"13,26,653.25","3,24,091.37",+309.35%,17.93,9.20,+94.93%,211.23,218.05,-3.13%,"34,92,73,419.80","33,19,25,760.94",+5.23%,"31,80,23,533.00","30,12,02,303.62",+5.58%,"1,47,94,479.20","1,40,89,980.19",+5.00%,"1,64,55,407.57","1,66,33,477.13",-1.07%
SBLD2091,7.25% SBL Debenture 2091,Bond,"1,096.50",0.00,+2.00%,+2.00%,+1.53%,-0.32%,+7.82%,+7.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBLD83,10.25% SBL Debenture 2083,Bond,"1,095.00",0.00,+1.77%,+1.77%,+1.77%,+3.26%,+3.54%,+6.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBLD84,8.5% SBL Debenture 2084,Bond,"1,048.00",0.00,-0.29%,-0.29%,-2.17%,-2.96%,+1.26%,+4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB,Standard Chartered Bank,Commercial Banks,647.20,64.99 Ar,+0.02%,+1.60%,+2.49%,-0.02%,-2.54%,+40.18%,27.35,23.66,3.07,"37,27,076.00","19,77,443.00",+88.48%,"19,74,216.00","10,72,450.00",+84.08%,"13,73,324.00","6,92,168.00",+98.41%,27.35,27.57,-0.80%,210.97,222.71,-5.27%,"16,83,55,336.00","16,17,06,155.00",+4.11%,"14,71,69,066.00","13,93,40,816.00",+5.62%,"1,00,42,368.00","1,00,42,368.00",0.00%,"1,11,43,901.00","1,23,22,971.00",-9.57%
SCBD,10.30% Standard Chartered Bank Limited Debenture,Bond,"1,170.00",0.00,-1.68%,-3.07%,-3.07%,-1.68%,+9.35%,+13.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDBD87,Shangri-la Development Bank Debenture 2087,Bond,"1,147.00",0.00,+0.61%,+1.95%,+2.05%,-4.11%,+10.27%,+20.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEF,Siddhartha Equity Fund,Mutual Fund,9.60,1.44 Ar,+0.31%,+1.80%,0.00%,+3.45%,+12.61%,+28.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFCL,Samriddhi Finance Company Limited,Finance,391.00,3.20 Ar,+3.44%,+3.74%,-1.01%,-1.51%,-37.44%,+121.32%,0.29,1368.82,6.52,"1,24,423.48","58,312.58",+113.37%,"35,941.15","13,333.30",+169.56%,"1,169.60","-21,720.52",-105.38%,0.29,-10.61,-102.69%,59.96,59.46,+0.84%,"35,95,627.75","35,64,883.37",+0.86%,"31,04,603.28","30,77,970.88",+0.87%,"8,18,911.40","8,18,911.40",0.00%,"-3,27,886.93","-3,31,998.92",-1.24%
SFEF,Sunrise Focused Equity Fund,Mutual Fund,9.75,97.50 Cr,-0.31%,+1.25%,-1.02%,+6.09%,+16.01%,+15.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMF,Sunrise First Mutual Fund,Mutual Fund,10.06,86.52 Cr,-1.95%,-0.10%,-1.28%,+3.60%,+7.11%,+53.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGHC,Swet-Ganga Hydropower & Construction Limited,Hydro Power,396.00,6.31 Ar,-0.93%,+3.94%,-8.33%,-4.42%,-32.19%,+33.83%,20.00,19.80,4.80,"5,05,741.08","2,75,156.30",+83.80%,"4,65,678.64","2,55,116.84",+82.54%,"1,59,262.37","97,264.19",+63.74%,20.00,24.42,-18.13%,82.53,78.63,+4.95%,"62,58,478.08","62,54,442.54",+0.06%,"49,43,831.93","50,01,795.57",-1.16%,"15,93,000.00","15,93,000.00",0.00%,"-2,78,353.85","-3,40,353.03",-18.22%
SGIC,Sanima GIC Insurance Limited,Non Life Insurance,472.00,10.15 Ar,+0.43%,+1.51%,-0.42%,-2.98%,-29.68%,-22.49%,-8.92,-52.91,1.24,"5,05,252.48","2,13,919.81",+136.19%,"1,35,477.18","-77,604.20",-274.57%,"-95,905.31","-2,00,203.63",-52.10%,-8.92,-37.25,-76.05%,145.61,140.53,+3.61%,"98,07,913.28","94,73,666.05",+3.53%,"66,77,242.75","64,52,181.55",+3.49%,"21,50,000.00","21,50,000.00",0.00%,"84,813.12","-19,480.33",-535.38%
SHEL,Singati Hydro Energy Limited,Hydro Power,300.00,8.70 Ar,+0.44%,+2.08%,+5.60%,+8.58%,+12.10%,+46.51%,13.58,22.09,2.60,"4,54,402.50","2,58,675.83",+75.66%,"4,44,900.21","2,53,088.07",+75.79%,"1,96,925.16","1,12,228.07",+75.47%,13.58,15.48,-12.27%,115.30,112.38,+2.60%,"64,94,563.63","64,52,826.72",+0.65%,"31,50,937.41","31,93,897.58",-1.35%,"29,00,000.00","29,00,000.00",0.00%,"4,43,626.22","3,58,929.14",+23.60%
SHINE,Shine Resunga Development Bank,Development Bank,402.90,19.64 Ar,+0.42%,+1.69%,-0.27%,+1.26%,-5.61%,+129.40%,16.10,25.02,2.75,"29,43,311.95","15,11,270.54",+94.76%,"12,84,087.14","6,45,201.50",+99.02%,"4,04,280.52","2,03,041.91",+99.11%,16.10,16.66,-3.34%,146.60,154.64,-5.20%,"8,25,53,185.04","8,15,63,744.81",+1.21%,"7,51,90,729.17","7,40,23,846.45",+1.58%,"50,21,972.73","48,75,701.68",+3.00%,"23,40,483.14","26,64,196.68",-12.15%
SHINED,Shine Resunga Debenture,Bond,"1,151.00",0.00,+0.96%,+2.04%,+2.31%,-0.86%,+4.64%,+4.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,622.50,33.97 Ar,+0.89%,+3.42%,+1.72%,+5.53%,+8.61%,-40.94%,9.66,64.47,3.45,"32,06,516.45","16,36,966.51",+95.88%,"7,62,716.50","4,30,229.31",+77.28%,"2,70,037.10","2,09,668.87",+28.79%,9.66,15.37,-37.17%,180.38,192.18,-6.14%,"1,31,49,715.23","1,29,20,369.76",+1.78%,"30,60,376.47","24,33,348.44",+25.77%,"55,93,228.71","54,56,808.50",+2.50%,"44,96,110.05","50,30,212.81",-10.62%
SHL,Soaltee Hotel,Hotels,496.00,50.68 Ar,+0.59%,+1.83%,-0.02%,+0.61%,+10.45%,+243.39%,6.80,72.91,17.25,"14,59,710.95","6,27,940.74",+132.46%,"5,08,432.75","1,89,411.69",+168.43%,"3,47,568.70","1,23,586.03",+181.24%,6.80,4.84,+40.62%,28.75,28.30,+1.60%,"38,13,141.81","36,91,042.92",+3.31%,"8,74,957.37","7,99,073.84",+9.50%,"10,21,862.69","10,21,862.69",0.00%,"19,16,321.75","18,70,106.39",+2.47%
SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microcredit,"1,579.90",1.73 Ar,+1.54%,+1.41%,-3.95%,-8.51%,-40.38%,+58.53%,-36.73,-43.02,6.58,"1,77,475.35","88,708.40",+100.07%,"86,818.77","42,241.13",+105.53%,"-20,084.45","-19,345.52",+3.82%,-36.73,-70.75,-48.09%,240.02,240.27,-0.10%,"29,99,723.30","29,10,018.61",+3.08%,"27,37,200.25","26,47,220.83",+3.40%,"1,09,375.00","1,09,375.00",0.00%,"1,53,148.05","1,53,422.78",-0.18%
SHPC,Sanima Mai Hydropower,Hydro Power,533.10,19.93 Ar,-0.36%,+0.58%,-0.93%,-1.00%,+2.72%,+113.77%,6.72,79.32,3.15,"2,20,207.50","2,20,207.50",0.00%,"1,72,571.30","1,97,012.49",-12.41%,"1,25,618.75","1,64,791.21",-23.77%,6.72,17.63,-61.89%,169.00,170.60,-0.94%,"72,45,388.42","73,70,626.71",-1.70%,"9,28,270.77","9,93,541.80",-6.57%,"37,37,993.71","37,37,993.71",0.00%,"25,79,123.94","26,39,091.20",-2.27%
SICL,Shikhar Insurance,Non Life Insurance,630.00,18.42 Ar,+0.64%,+2.42%,+1.19%,+2.47%,-18.53%,-50.53%,-3.06,-205.84,1.51,"12,30,721.21","5,40,107.29",+127.87%,"3,36,661.67","-60,980.47",-652.08%,"-44,731.68","-1,58,586.42",-71.79%,-3.06,-21.70,-85.90%,196.64,192.63,+2.08%,"1,58,13,473.62","1,55,82,767.28",+1.48%,"1,00,65,444.74","99,51,998.73",+1.14%,"29,23,099.00","29,23,099.00",0.00%,"1,65,757.55","67,760.93",+144.62%
SIFC,Shree Investment Finance,Finance,600.00,6.00 Ar,+2.58%,+4.69%,-7.69%,+18.23%,+1.96%,+218.87%,2.43,246.64,4.40,"3,66,480.49","1,96,358.53",+86.64%,"1,14,969.53","65,349.44",+75.93%,"12,163.54","3,443.79",+253.20%,2.43,1.38,+76.60%,136.25,140.98,-3.36%,"1,01,68,408.49","98,65,839.75",+3.07%,"88,05,952.91","84,55,993.98",+4.14%,"10,00,000.00","10,00,000.00",0.00%,"3,62,455.58","4,09,845.77",-11.56%
SIGS2,Siddhartha Investment Growth Scheme 2,Mutual Fund,9.58,1.15 Ar,-1.14%,-3.04%,-2.34%,+1.27%,+13.67%,+28.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGS3,Siddhartha Investment Growth Scheme 3,Mutual Fund,10.30,83.00 Cr,0.00%,+0.88%,+1.48%,+9.81%,+21.07%,+51.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKLES,Sikles Hydropower Limited,Hydro Power,608.00,5.17 Ar,+1.28%,+3.23%,-0.99%,+6.07%,-48.87%,+126.13%,24.94,24.38,5.40,"2,04,927.22","1,30,653.08",+56.85%,"1,85,333.23","1,25,881.50",+47.23%,"1,05,982.30","87,699.85",+20.85%,24.94,41.27,-39.58%,112.58,126.17,-10.78%,"20,69,466.42","21,18,419.04",-2.31%,"11,12,559.68","10,45,943.91",+6.37%,"8,50,000.00","8,50,000.00",0.00%,"1,06,906.74","2,22,475.13",-51.95%
SINDU,Sindhu Bikash Bank,Development Bank,742.00,4.14 Ar,+0.53%,+1.64%,-10.60%,+1.23%,-41.59%,+290.53%,-5.55,-133.70,7.88,"1,93,773.76","1,01,498.33",+90.91%,"58,805.19","30,507.78",+92.75%,"-15,468.12","-44,597.70",-65.32%,-5.55,-32.00,-82.66%,94.19,89.47,+5.28%,"63,57,053.32","62,28,211.19",+2.07%,"58,31,992.20","57,29,474.52",+1.79%,"5,57,456.07","5,57,456.07",0.00%,"-32,394.95","-58,719.40",-44.83%
SJCL,Sanjen Jalavidhyut Company Limited,Hydro Power,298.80,10.91 Ar,+0.95%,+0.95%,+0.13%,+4.11%,-19.96%,+1.29%,5.95,50.25,3.54,"9,03,417.69","5,57,938.68",+61.92%,"7,85,358.83","5,02,716.25",+56.22%,"1,08,527.88","1,56,336.54",-30.58%,5.95,17.13,-65.29%,84.49,85.55,-1.25%,"1,27,81,459.85","1,31,64,417.32",-2.91%,"96,97,719.30","1,00,42,314.63",-3.43%,"36,50,000.00","36,50,000.00",0.00%,"-5,66,259.45","-5,27,277.91",+7.39%
SJLIC,SuryaJyoti Life Insurance Company Limited,Life Insurance,451.00,22.60 Ar,+1.65%,+5.13%,+0.89%,+0.02%,-5.04%,-23.98%,8.06,55.99,4.14,"77,02,172.85","39,55,053.02",+94.74%,"8,89,445.48","4,45,160.34",+99.80%,"2,01,873.79","1,22,490.74",+64.81%,8.06,9.78,-17.60%,123.33,134.42,-8.25%,"5,44,58,473.18","5,19,07,292.71",+4.91%,"4,82,77,250.33","4,51,70,303.82",+6.88%,"50,11,947.80","50,11,947.80",0.00%,"4,52,984.94","10,41,908.79",-56.52%
SKBBL,Sana Kisan Bikas Bank,Microcredit,765.00,32.99 Ar,+0.13%,+1.19%,-1.58%,+0.09%,+1.85%,+11.17%,15.46,49.47,3.53,"10,74,472.06","5,66,584.47",+89.64%,"6,54,335.01","3,41,713.03",+91.49%,"3,80,955.88","2,28,498.37",+66.72%,15.46,21.19,-27.04%,216.48,244.30,-11.39%,"4,00,92,180.89","4,05,72,455.79",-1.18%,"2,94,25,725.62","3,00,36,737.57",-2.03%,"49,27,170.08","43,12,621.51",+14.25%,"57,39,285.19","62,23,096.70",-7.77%
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,819.00,6.42 Ar,+0.29%,+0.63%,-1.33%,+3.02%,+3.77%,+38.02%,32.53,25.18,4.72,"6,72,117.03","3,38,472.80",+98.57%,"3,48,924.79","1,77,253.97",+96.85%,"1,27,495.56","50,647.97",+151.73%,32.53,25.84,+25.86%,173.65,165.96,+4.63%,"1,09,38,016.20","1,05,28,615.08",+3.89%,"95,76,759.15","92,27,600.43",+3.78%,"7,83,924.40","7,83,924.40",0.00%,"5,77,332.64","5,17,090.25",+11.65%
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microcredit,"1,299.00",2.22 Ar,+0.46%,+0.70%,-3.06%,-0.92%,-41.35%,+16.12%,39.01,33.30,13.38,"1,54,005.25","80,036.82",+92.42%,"86,884.87","45,599.39",+90.54%,"33,314.89","9,088.56",+266.56%,39.01,21.28,+83.28%,97.12,122.06,-20.43%,"24,88,221.66","21,37,079.33",+16.43%,"23,22,337.32","19,28,598.67",+20.42%,"1,70,805.00","1,70,805.00",0.00%,"-4,920.67","37,675.66",-113.06%
SLCF,Sanima Large Cap Fund,Mutual Fund,9.50,1.14 Ar,-1.66%,-2.06%,-1.76%,+4.28%,+16.05%,+15.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
