Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
RHGCL,Rapti Hydro And General Construction Limited,Hydro Power,243.00,2.98 Ar,-1.66%,+1.73%,-6.65%,-1.00%,-20.24%,+17.08%,-4.17,-58.27,2.57,"17,380.01","1,00,412.15",-82.69%,"12,327.30","76,896.00",-83.97%,"-12,776.55","-73,739.38",-82.67%,-4.17,-6.38,-34.68%,94.71,86.23,+9.84%,"17,86,063.20","22,37,889.99",-20.19%,"6,20,153.47","12,35,632.33",-49.81%,"12,25,587.60","11,55,176.50",+6.10%,"-64,817.60","-1,59,068.59",-59.25%
RHPL,Rasuwagadhi Hydropower Company Limited,Hydro Power,272.00,18.61 Ar,0.00%,+1.19%,+1.08%,-2.51%,-37.18%,-2.51%,-38.20,-7.12,3.51,0.00,"9,68,895.00",-100.00%,"-42,550.00","8,38,520.00",-105.07%,"-6,53,354.00","-4,87,234.00",+34.09%,-38.20,-7.12,+436.38%,77.52,87.30,-11.20%,"2,33,40,865.00","2,36,83,585.00",-1.45%,"1,80,36,761.00","1,77,10,346.00",+1.84%,"68,42,100.00","68,42,100.00",0.00%,"-15,37,997.00","-8,68,861.00",+77.01%
RIDI,Ridi Power Company Limited,Hydro Power,221.90,5.16 Ar,-0.94%,+2.05%,-1.10%,-3.07%,+2.05%,+123.39%,1.02,217.45,2.21,"1,19,157.55","3,55,753.16",-66.51%,"1,07,402.83","2,55,771.04",-58.01%,"5,927.14","1,06,811.46",-94.45%,1.02,4.60,-77.80%,100.26,98.63,+1.66%,"38,80,390.76","38,64,723.71",+0.41%,"15,50,971.76","15,73,277.81",-1.42%,"23,23,351.80","23,23,351.80",0.00%,"6,067.20","-31,905.90",-119.02%
RLFL,Reliance Finance,Finance,417.00,4.68 Ar,-1.63%,+4.08%,-0.02%,-4.53%,-19.87%,+245.50%,-58.79,-7.09,4.29,"1,91,756.00","8,08,412.00",-76.28%,"65,362.00","2,40,224.00",-72.79%,"-1,64,827.00","42,704.00",-485.98%,-58.79,3.81,"-1,643.91%",97.21,110.09,-11.70%,"1,01,70,906.00","99,93,395.00",+1.78%,"90,80,789.00","87,58,803.00",+3.68%,"11,21,452.00","11,21,452.00",0.00%,"-31,333.00","1,13,141.00",-127.69%
RMF1,RBB Mutual Fund 1,Mutual Fund,9.23,1.15 Ar,+0.44%,+1.66%,-0.11%,-1.08%,+18.33%,+11.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMF2,RBB Mutual Fund 2,Mutual Fund,9.59,81.14 Cr,+0.42%,+2.03%,+3.24%,+7.67%,+18.53%,+18.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNLI,Reliable Nepal Life Insurance Limited,Life Insurance,475.90,24.73 Ar,-0.02%,+1.93%,-4.84%,+5.47%,+7.86%,+25.27%,19.90,23.92,3.92,"17,95,685.98","65,13,517.04",-72.43%,"5,38,597.58","10,93,685.84",-50.75%,"2,58,502.17","5,70,195.96",-54.66%,19.90,10.97,+81.34%,154.29,147.47,+4.63%,"2,28,03,422.20","2,18,62,317.56",+4.30%,"1,47,85,036.01","1,41,98,522.94",+4.13%,"51,96,800.00","51,96,800.00",0.00%,"11,16,652.16","7,89,983.99",+41.35%
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,643.00,6.65 Ar,+0.48%,+0.93%,-2.75%,+3.04%,-3.98%,+62.68%,8.16,78.75,5.02,"1,16,802.01","6,00,109.23",-80.54%,"44,832.09","2,24,557.92",-80.04%,"21,107.90","1,03,196.04",-79.55%,8.17,9.98,-18.18%,128.04,125.95,+1.66%,"66,08,066.19","82,24,844.26",-19.66%,"52,84,040.46","69,22,405.82",-23.67%,"10,34,064.42","10,34,064.42",0.00%,"2,89,961.31","2,68,374.02",+8.04%
RSY,Reliable Samriddhi Yojana,Mutual Fund,9.52,1.14 Ar,-1.75%,+4.64%,+6.37%,+5.44%,+6.84%,+6.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RURU,Ru Ru Jalbidhyut Pariyojana Limited,Hydro Power,670.50,3.80 Ar,+0.07%,+2.18%,-1.28%,+1.35%,+11.71%,+175.82%,23.22,28.87,4.68,"53,319.58","1,41,293.95",-62.26%,"41,056.76","96,971.17",-57.66%,"32,937.39","82,951.53",-60.29%,23.22,14.62,+58.83%,143.28,137.48,+4.22%,"9,82,363.95","9,55,666.46",+2.79%,"1,69,484.23","1,75,724.13",-3.55%,"5,67,322.20","5,67,322.20",0.00%,"2,45,557.52","2,12,620.13",+15.49%
SADBL,Shangrila Development Bank,Development Bank,400.00,14.23 Ar,+0.50%,+4.46%,+3.63%,+3.47%,+13.76%,+231.96%,9.92,40.32,2.53,"12,16,810.90","51,86,440.56",-76.54%,"5,49,116.65","18,80,903.08",-70.81%,"88,211.29","5,37,095.11",-83.58%,9.92,15.10,-34.30%,157.82,156.71,+0.70%,"6,25,62,404.41","6,34,18,032.57",-1.35%,"5,69,50,099.10","5,78,44,920.75",-1.55%,"35,56,255.72","35,56,255.72",0.00%,"20,56,049.59","20,16,856.10",+1.94%
SAGAR,Sagar Distillery Limited,Manufacturing And Processing,"1,699.90",12.34 Ar,+1.31%,-0.72%,+14.42%,+377.52%,+377.52%,+377.52%,-8.44,-201.34,13.06,"30,392.34","2,18,339.34",-86.08%,"20,116.19","1,39,747.02",-85.61%,"-15,323.92","4,026.60",-480.57%,-8.44,0.69,"-1,317.81%",130.12,140.29,-7.25%,"13,75,368.72","12,54,642.60",+9.62%,"4,30,686.28","4,39,836.23",-2.08%,"7,26,000.00","5,80,800.00",+25.00%,"2,18,682.45","2,34,006.37",-6.55%
SAGF,Sanima Growth Fund,Mutual Fund,9.97,67.05 Cr,+1.63%,+2.83%,+4.36%,+3.26%,+11.39%,+22.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHAS,Sahas Urja Limited,Hydro Power,548.00,20.71 Ar,-0.72%,+1.66%,-0.70%,+5.19%,+42.95%,+62.21%,52.37,10.46,2.78,"9,24,636.99","26,48,166.15",-65.08%,"8,60,699.77","24,40,852.18",-64.74%,"4,94,899.98","9,02,723.07",-45.18%,52.37,23.88,+119.29%,196.89,184.00,+7.01%,"1,79,86,815.62","1,77,20,233.88",+1.50%,"1,05,44,465.59","1,07,65,186.97",-2.05%,"37,80,000.00","37,80,000.00",0.00%,"36,62,350.03","31,75,046.90",+15.35%
SAIL,Shreenagar Agritech Industries Limited,Manufacturing And Processing,854.00,13.93 Ar,+0.33%,+10.03%,+75.32%,+156.54%,+156.54%,+156.54%,2.84,300.43,7.20,"4,25,449.88",0.00,0.00%,"70,207.63",0.00,0.00%,"9,273.97",0.00,0.00%,2.84,0.00,0.00%,118.62,0.00,0.00%,"28,55,414.71",0.00,0.00%,"13,07,448.90",0.00,0.00%,"13,05,000.00",0.00,0.00%,"2,42,965.81",0.00,0.00%
SALICO,Sagarmatha Lumbini Insurance Co. Limited,Non Life Insurance,618.50,16.22 Ar,+0.24%,+2.78%,+2.70%,+1.15%,-10.01%,-1.51%,-40.78,-15.17,1.27,"8,33,719.96","29,65,358.39",-71.88%,"-80,519.30","11,92,017.59",-106.75%,"-2,67,372.22","4,03,206.14",-166.31%,-40.78,15.37,-365.25%,229.48,239.12,-4.03%,"1,76,64,280.37","1,51,51,041.84",+16.59%,"1,16,45,766.59","88,79,806.70",+31.15%,"26,22,638.20","26,22,638.20",0.00%,"1,74,304.30","3,66,522.64",-52.44%
SAND2085,10% Sanima Bank Limited Debenture,Bond,"1,157.00",2.31 Ar,-1.95%,0.00%,+2.61%,+5.36%,+4.70%,+11.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIMA,Sanima Bank,Commercial Banks,317.10,43.07 Ar,-1.52%,+0.94%,+2.29%,+1.09%,+9.89%,+50.24%,13.40,23.67,1.84,"43,32,202.82","1,80,40,787.83",-75.99%,"16,88,524.47","63,55,997.91",-73.43%,"4,54,918.15","25,71,155.95",-82.31%,13.40,18.93,-29.23%,172.71,168.83,+2.30%,"26,65,21,035.00","26,34,47,489.70",+1.17%,"24,30,64,250.70","24,05,18,108.70",+1.06%,"1,35,81,525.41","1,35,81,525.41",0.00%,"98,75,258.91","93,47,855.62",+5.64%
SANVI,Sanvi Energy Limited,Hydro Power,677.90,5.97 Ar,+3.18%,+3.30%,+1.08%,+8.61%,+66.37%,+66.37%,17.33,39.12,5.73,"1,10,746.43","2,31,084.79",-52.08%,"1,08,513.90","2,11,546.86",-48.70%,"38,123.09","27,642.73",+37.91%,17.33,3.14,+451.65%,118.29,113.96,+3.80%,"27,58,646.47","27,44,269.64",+0.52%,"17,17,716.18","17,41,462.45",-1.36%,"8,80,000.00","8,80,000.00",0.00%,"1,60,930.28","1,22,807.19",+31.04%
SAPDBL,Saptakoshi Development Bank Ltd,Development Bank,890.00,7.43 Ar,+4.09%,+7.80%,+5.62%,+4.79%,+4.86%,+489.66%,-0.58,-1527.84,12.31,"1,43,466.19","5,81,701.24",-75.34%,"65,004.56","2,28,428.28",-71.54%,"-1,215.05","76,618.55",-101.59%,-0.58,9.18,-106.34%,72.27,64.58,+11.90%,"83,78,316.62","84,58,780.56",-0.95%,"77,75,331.12","79,19,936.49",-1.83%,"8,34,338.43","8,34,338.43",0.00%,"-2,31,352.93","-2,95,494.36",-21.71%
SARBTM,Sarbottam Cement Limited,Manufacturing And Processing,875.30,43.55 Ar,-2.53%,+3.82%,+2.06%,+10.67%,+35.94%,+71.31%,26.07,33.57,4.21,"20,30,252.28","97,12,317.97",-79.10%,"6,67,136.10","22,24,353.16",-70.01%,"3,24,280.82","10,04,593.94",-67.72%,26.07,20.19,+29.12%,208.11,202.00,+3.03%,"1,53,71,900.83","1,50,22,125.48",+2.33%,"50,17,414.23","49,71,825.39",+0.92%,"49,75,500.00","49,75,500.00",0.00%,"53,78,986.60","50,74,800.10",+5.99%
SBCF,Sunrise Bluechip Fund,Mutual Fund,9.15,1.14 Ar,+0.88%,+0.78%,+0.55%,+0.44%,+15.81%,+4.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBD89,10.25% Sanima Debenture 2089,Bond,"1,260.00",6.30 Ar,+0.40%,+0.85%,+2.45%,+7.86%,+4.32%,+19.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI,Nepal Sbi Bank,Commercial Banks,405.00,44.14 Ar,-0.71%,+4.59%,+6.02%,+11.81%,+0.32%,+29.43%,18.41,22.00,2.10,"37,44,074.16","1,54,62,931.03",-75.79%,"13,18,658.75","52,62,311.87",-74.94%,"5,01,565.20","18,02,580.12",-72.18%,18.41,16.54,+11.30%,193.16,188.59,+2.42%,"24,80,06,474.20","23,27,57,654.20",+6.55%,"22,69,53,637.40","21,22,02,477.40",+6.95%,"1,08,99,158.07","1,08,99,158.07",0.00%,"1,01,53,678.80","96,56,018.71",+5.15%
SBID2090,7% Nepal SBI Bank Debenture 2090,Bond,"1,085.00",0.00,-1.63%,0.00%,+0.46%,+3.46%,+3.46%,+3.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBL,Siddhartha Bank,Commercial Banks,376.80,53.09 Ar,-0.03%,+0.53%,+6.98%,+13.64%,+33.99%,+51.26%,9.20,40.95,1.73,"53,34,961.22","2,23,12,191.83",-76.09%,"21,62,568.55","84,39,920.12",-74.38%,"3,24,091.37","33,95,285.72",-90.45%,9.20,24.10,-61.82%,218.05,219.97,-0.87%,"33,19,25,760.94","33,87,80,164.10",-2.02%,"30,12,02,303.62","30,77,86,045.80",-2.14%,"1,40,89,980.19","1,40,89,980.19",0.00%,"1,66,33,477.13","1,69,04,138.09",-1.60%
SCB,Standard Chartered Bank,Commercial Banks,632.00,63.47 Ar,+0.16%,+0.99%,-2.40%,+3.84%,-3.13%,+30.73%,27.57,22.92,2.84,"19,77,443.00","83,37,194.00",-76.28%,"10,72,450.00","44,88,425.00",-76.11%,"6,92,168.00","30,29,303.00",-77.15%,27.57,30.17,-8.60%,222.71,216.96,+2.65%,"16,17,06,155.00","15,52,03,119.00",+4.19%,"13,93,40,816.00","13,34,15,651.00",+4.44%,"1,00,42,368.00","1,00,42,368.00",0.00%,"1,23,22,971.00","1,17,45,100.00",+4.92%
SCBD,10.30% Standard Chartered Bank Limited Debenture,Bond,"1,210.09",0.00,-1.71%,0.00%,+3.45%,+1.24%,+9.43%,+19.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEF,Siddhartha Equity Fund,Mutual Fund,9.58,1.44 Ar,+1.91%,-0.11%,+1.08%,+0.97%,+16.80%,+46.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFCL,Samriddhi Finance Company Limited,Finance,376.00,3.08 Ar,-1.05%,+1.33%,-4.52%,-9.31%,-33.10%,+218.44%,-10.61,-35.44,6.32,"58,312.58","2,70,933.58",-78.48%,"13,333.30","88,530.13",-84.94%,"-21,720.52","31,935.55",-168.01%,-10.61,3.90,-372.05%,59.46,62.11,-4.27%,"35,64,883.37","35,08,990.30",+1.59%,"30,77,970.88","30,00,357.30",+2.59%,"8,18,911.40","8,18,911.40",0.00%,"-3,31,998.92","-3,10,278.40",+7.00%
SFEF,Sunrise Focused Equity Fund,Mutual Fund,9.61,96.20 Cr,+1.91%,+2.06%,+4.08%,+0.96%,+17.65%,+11.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMF,Sunrise First Mutual Fund,Mutual Fund,10.30,88.58 Cr,+0.88%,-0.39%,+5.80%,+2.82%,+14.77%,+98.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGHC,Swet-Ganga Hydropower & Construction Limited,Hydro Power,390.00,6.21 Ar,-0.28%,-0.74%,-5.07%,+15.40%,-11.91%,+32.17%,24.42,15.97,4.96,"2,75,156.30","7,86,630.61",-65.02%,"2,55,116.84","6,85,541.11",-62.79%,"97,264.19","-5,789.49","-1,780.01%",24.42,-0.36,"-6,820.06%",78.63,71.88,+9.40%,"62,54,442.54","62,39,267.04",+0.24%,"50,01,795.57","50,94,231.52",-1.81%,"15,93,000.00","15,93,000.00",0.00%,"-3,40,353.03","-4,47,964.48",-24.02%
SGIC,Sanima GIC Insurance Limited,Non Life Insurance,478.00,10.28 Ar,-1.01%,+2.31%,-0.70%,-2.42%,-20.82%,-6.41%,-37.25,-12.83,1.37,"2,13,919.81","13,69,854.43",-84.38%,"-77,604.20","9,13,437.47",-108.50%,"-2,00,203.63","3,50,388.70",-157.14%,-37.25,16.30,-328.55%,140.53,152.12,-7.62%,"94,73,666.05","82,47,196.66",+14.87%,"64,52,181.55","49,76,610.04",+29.65%,"21,50,000.00","21,50,000.00",0.00%,"-19,480.33","1,83,288.73",-110.63%
SHEL,Singati Hydro Energy Limited,Hydro Power,272.70,7.91 Ar,-1.05%,+2.84%,+0.13%,+0.48%,+25.82%,+34.60%,15.48,17.62,2.43,"2,58,675.83","6,87,198.78",-62.36%,"2,53,088.07","6,70,522.81",-62.26%,"1,12,228.07","1,49,998.69",-25.18%,15.48,5.17,+199.28%,112.38,109.53,+2.60%,"64,52,826.72","63,80,052.08",+1.14%,"31,93,897.58","32,03,749.22",-0.31%,"29,00,000.00","29,00,000.00",0.00%,"3,58,929.14","2,76,302.86",+29.90%
SHINE,Shine Resunga Development Bank,Development Bank,398.70,19.44 Ar,-0.33%,+2.30%,0.00%,+1.42%,+2.11%,+161.82%,16.66,23.94,2.58,"15,11,270.54","63,75,657.15",-76.30%,"6,45,201.50","26,67,001.24",-75.81%,"2,03,041.91","6,88,629.94",-70.52%,16.66,14.12,+17.94%,154.64,151.42,+2.13%,"8,15,63,744.81","8,02,62,619.93",+1.62%,"7,40,23,846.45","7,28,80,832.51",+1.57%,"48,75,701.68","48,75,701.68",0.00%,"26,64,196.68","25,07,085.75",+6.27%
SHINED,Shine Resunga Debenture,Bond,"1,162.80",0.00,-0.02%,-0.50%,+1.04%,+5.74%,+5.74%,+5.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,607.50,33.15 Ar,-0.08%,+5.74%,+2.88%,+7.71%,+23.75%,-46.77%,15.37,39.53,3.16,"16,36,966.51","79,03,696.95",-79.29%,"4,30,229.31","18,68,779.14",-76.98%,"2,09,668.87","7,94,108.00",-73.60%,15.37,14.55,+5.61%,192.18,188.57,+1.92%,"1,29,20,369.76","1,25,98,276.93",+2.56%,"24,33,348.44","23,08,478.09",+5.41%,"54,56,808.50","54,56,808.50",0.00%,"50,30,212.81","48,32,990.34",+4.08%
SHL,Soaltee Hotel,Hotels,487.90,49.86 Ar,-0.83%,+2.39%,-1.28%,+8.93%,+22.55%,+267.37%,4.84,100.85,17.24,"6,27,940.74","27,70,089.63",-77.33%,"1,89,411.69","9,83,987.10",-80.75%,"1,23,586.03","6,70,709.97",-81.57%,4.84,6.56,-26.30%,28.30,27.15,+4.22%,"36,91,042.92","34,88,210.39",+5.81%,"7,99,073.84","7,13,373.39",+12.01%,"10,21,862.69","10,21,862.69",0.00%,"18,70,106.39","17,52,974.31",+6.68%
SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microcredit,"1,579.00",1.73 Ar,-0.38%,-4.40%,-6.38%,-15.15%,-40.12%,+59.04%,-70.75,-22.32,6.57,"88,708.40","3,64,429.54",-75.66%,"42,241.13","1,68,845.47",-74.98%,"-19,345.52","45,085.74",-142.91%,-70.75,41.22,-271.63%,240.27,247.60,-2.96%,"29,10,018.61","30,04,099.12",-3.13%,"26,47,220.83","27,33,289.65",-3.15%,"1,09,375.00","1,09,375.00",0.00%,"1,53,422.78","1,61,434.47",-4.96%
SHPC,Sanima Mai Hydropower,Hydro Power,525.00,19.62 Ar,-0.94%,+2.91%,-0.67%,+2.53%,+18.33%,+151.77%,17.63,29.77,3.08,"2,20,207.50","6,84,802.30",-67.84%,"1,97,012.49","5,83,536.87",-66.24%,"1,64,791.21","3,23,769.65",-49.10%,17.63,8.66,+103.59%,170.60,173.34,-1.58%,"73,70,626.71","76,51,427.70",-3.67%,"9,93,541.80","11,71,983.42",-15.23%,"37,37,993.71","37,37,993.71",0.00%,"26,39,091.20","27,41,450.57",-3.73%
SICL,Shikhar Insurance,Non Life Insurance,631.00,18.44 Ar,+0.16%,+5.22%,+2.79%,+2.63%,-7.96%,-18.18%,-21.70,-29.08,1.57,"5,40,107.29","27,06,215.27",-80.04%,"-60,980.47","15,49,636.17",-103.94%,"-1,58,586.42","4,52,719.18",-135.03%,-21.70,15.49,-240.12%,192.63,198.97,-3.19%,"1,55,82,767.28","1,38,04,480.53",+12.88%,"99,51,998.73","79,88,387.02",+24.58%,"29,23,099.00","29,23,099.00",0.00%,"67,760.93","2,11,757.53",-68.00%
SIFC,Shree Investment Finance,Finance,499.90,5.00 Ar,-0.22%,+1.75%,-1.18%,-1.18%,-5.65%,+231.60%,1.38,362.90,3.55,"1,96,358.53","8,28,280.88",-76.29%,"65,349.44","2,33,182.59",-71.97%,"3,443.79","69,930.61",-95.08%,1.38,6.99,-80.30%,140.98,142.23,-0.88%,"98,65,839.75","99,25,581.13",-0.60%,"84,55,993.98","85,03,269.66",-0.56%,"10,00,000.00","10,00,000.00",0.00%,"4,09,845.77","4,22,311.47",-2.95%
SIGS2,Siddhartha Investment Growth Scheme 2,Mutual Fund,9.80,1.18 Ar,-0.31%,+2.61%,+5.70%,+2.29%,+20.16%,+55.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGS3,Siddhartha Investment Growth Scheme 3,Mutual Fund,10.26,82.68 Cr,+4.06%,+0.71%,+5.11%,+5.11%,+16.01%,+44.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKLES,Sikles Hydropower Limited,Hydro Power,568.00,4.83 Ar,-0.53%,+2.88%,-0.39%,-7.10%,-18.43%,+112.37%,41.27,13.76,4.50,"1,30,653.08","3,02,428.76",-56.80%,"1,25,881.50","2,61,152.65",-51.80%,"87,699.85","77,496.79",+13.17%,41.27,9.12,+352.66%,126.17,115.84,+8.92%,"21,18,419.04","20,86,665.42",+1.52%,"10,45,943.91","11,02,042.30",-5.09%,"8,50,000.00","8,50,000.00",0.00%,"2,22,475.13","1,34,623.11",+65.26%
SINDU,Sindhu Bikash Bank,Development Bank,715.10,3.99 Ar,-0.69%,+2.58%,-1.09%,+0.15%,+3.31%,+376.89%,-32.00,-22.35,7.99,"1,01,498.33","4,48,921.03",-77.39%,"30,507.78","1,33,752.99",-77.19%,"-44,597.70","1,17,878.75",-137.83%,-32.00,21.15,-251.33%,89.47,86.70,+3.19%,"62,28,211.19","63,84,666.14",-2.45%,"57,29,474.52","59,01,364.20",-2.91%,"5,57,456.07","5,57,456.07",0.00%,"-58,719.40","-74,154.13",-20.81%
SJCL,Sanjen Jalavidhyut Company Limited,Hydro Power,286.60,10.46 Ar,+0.56%,+0.14%,-1.21%,-3.03%,-17.15%,+11.33%,17.13,16.73,3.35,"5,57,938.68","8,74,900.00",-36.23%,"5,02,716.25","7,20,965.00",-30.27%,"1,56,336.54","-2,79,380.00",-155.96%,17.13,-7.65,-323.83%,85.55,81.50,+4.97%,"1,31,64,417.32","1,32,51,790.00",-0.66%,"1,00,42,314.63","1,02,77,018.00",-2.28%,"36,50,000.00","36,50,000.00",0.00%,"-5,27,277.91","-6,75,228.00",-21.91%
SJLIC,SuryaJyoti Life Insurance Company Limited,Life Insurance,465.10,23.31 Ar,-0.36%,+2.59%,-1.52%,+10.09%,+6.07%,-5.39%,9.78,47.58,3.85,"39,55,053.02","1,51,34,776.83",-73.87%,"4,45,160.34","20,63,629.54",-78.43%,"1,22,490.74","3,50,286.40",-65.03%,9.78,6.99,+39.87%,134.42,126.85,+5.97%,"5,19,07,292.71","5,06,65,123.80",+2.45%,"4,51,70,303.82","4,43,07,407.18",+1.95%,"50,11,947.80","50,11,947.80",0.00%,"10,41,908.79","4,72,060.96",+120.71%
SKBBL,Sana Kisan Bikas Bank,Microcredit,776.00,33.47 Ar,-0.12%,+1.96%,+1.76%,-0.30%,+9.13%,+27.47%,21.19,36.62,3.18,"5,66,584.47","28,93,840.13",-80.42%,"3,41,713.03","17,94,998.56",-80.96%,"2,28,498.37","8,78,701.12",-74.00%,21.19,20.38,+4.02%,244.30,239.05,+2.19%,"4,05,72,455.79","4,14,71,021.89",-2.17%,"3,00,36,737.57","3,11,61,526.30",-3.61%,"43,12,621.51","43,12,621.51",0.00%,"62,23,096.70","59,96,874.09",+3.77%
SLBBL,Swarojgar Laghu Bitta Bikas Bank,Microcredit,946.00,7.42 Ar,-0.17%,+3.00%,+5.10%,+6.83%,+18.80%,+78.91%,25.84,36.61,5.70,"3,38,472.80","12,85,811.23",-73.68%,"1,77,253.97","6,26,733.10",-71.72%,"50,647.97","2,39,705.80",-78.87%,25.84,30.58,-15.48%,165.96,160.20,+3.60%,"1,05,28,615.08","1,01,52,297.54",+3.71%,"92,27,600.43","88,96,469.65",+3.72%,"7,83,924.40","7,83,924.40",0.00%,"5,17,090.25","4,71,903.49",+9.58%
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microcredit,"1,292.00",2.21 Ar,-2.12%,+1.29%,+0.92%,-9.28%,-30.42%,+55.98%,21.28,60.70,10.59,"80,036.82","2,38,936.66",-66.50%,"45,599.39","1,09,259.85",-58.27%,"9,088.56","3,988.21",+127.89%,21.28,2.34,+811.52%,122.06,116.82,+4.49%,"21,37,079.33","20,46,497.72",+4.43%,"19,28,598.67","18,46,966.17",+4.42%,"1,70,805.00","1,70,805.00",0.00%,"37,675.66","28,726.55",+31.15%
SLCF,Sanima Large Cap Fund,Mutual Fund,9.19,1.10 Ar,-1.71%,+1.63%,+2.75%,+0.43%,+18.64%,+11.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microcredit,803.00,5.05 Ar,+0.29%,+0.79%,-4.45%,-13.06%,+2.56%,+104.10%,12.54,64.05,5.45,"1,94,847.52","6,76,819.88",-71.21%,"1,07,980.05","3,37,796.50",-68.03%,"19,716.34","84,998.11",-76.80%,12.54,13.51,-7.22%,147.30,135.37,+8.82%,"67,89,768.78","59,95,483.82",+13.25%,"58,63,170.26","51,43,965.70",+13.98%,"6,29,051.56","6,29,051.56",0.00%,"2,97,546.95","2,22,466.55",+33.75%
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,745.00",2.14 Ar,+0.29%,+0.31%,-13.33%,-15.86%,-40.97%,+241.33%,52.92,32.97,9.16,"76,253.34","2,59,967.88",-70.67%,"44,950.53","1,35,260.41",-66.77%,"16,200.34","51,198.60",-68.36%,52.92,41.81,+26.57%,190.55,169.62,+12.34%,"21,49,955.26","21,12,711.31",+1.76%,"19,16,640.39","19,05,023.37",+0.61%,"1,22,443.45","1,22,443.45",0.00%,"1,10,871.42","85,244.48",+30.06%
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,700.00",2.61 Ar,+0.95%,+0.54%,+1.45%,+0.78%,-10.46%,+159.45%,20.93,81.24,8.84,"1,02,310.24","4,00,593.69",-74.46%,"52,672.55","2,05,089.11",-74.32%,"8,027.10","72,350.99",-88.91%,20.93,47.15,-55.62%,192.35,187.27,+2.72%,"30,80,300.11","31,22,469.16",-1.35%,"27,85,143.52","28,35,118.95",-1.76%,"1,53,445.51","1,53,445.51",0.00%,"1,41,711.08","1,33,904.70",+5.83%
SMH,Super Mai Hydropower Limited,Hydro Power,710.00,3.80 Ar,+0.30%,-3.62%,-8.66%,-16.72%,-29.14%,+76.98%,24.78,28.65,5.45,"68,594.51","1,98,698.28",-65.48%,"61,293.33","1,77,101.69",-65.39%,"33,141.43","70,379.19",-52.91%,24.78,13.15,+88.36%,130.36,124.17,+4.99%,"13,69,741.04","13,57,560.56",+0.90%,"6,72,310.67","6,93,271.62",-3.02%,"5,35,000.00","5,35,000.00",0.00%,"1,62,430.38","1,29,288.94",+25.63%
SMHL,Super Madi Hydropower Limited,Hydro Power,560.00,12.35 Ar,-1.04%,-6.49%,-23.20%,-30.85%,-49.20%,+90.74%,20.30,27.59,5.02,"3,95,563.14","11,26,539.34",-64.89%,"3,85,094.08","10,45,338.58",-63.16%,"1,11,884.29","1,39,540.50",-19.82%,20.30,6.33,+220.72%,111.49,107.63,+3.59%,"98,65,162.34","94,75,436.64",+4.11%,"74,06,786.27","71,02,196.88",+4.29%,"22,05,000.00","22,05,000.00",0.00%,"2,53,376.06","1,68,239.75",+50.60%
